stockid,assessid,stocklong,tsid,tsyear,tsvalue
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1972,26504
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1973,29261
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1974,31960
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1975,33441
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1976,34399
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1977,34117
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1978,32932
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1979,32197
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1980,31565
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1981,30073
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1982,27260
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1983,24104
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1984,21532
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1985,18594
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1986,15507
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1987,13775
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1988,13033
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1989,12313
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1990,12491
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1991,12724
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1992,13700
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1993,11570
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1994,8894
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1995,7896
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1996,7891
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1997,7847
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1998,9043
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,1999,9413
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2000,9192
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2001,10438
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2002,12556
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2003,13322
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2004,12999
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2005,11577
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2006,11134
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2007,14205
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2008,15888
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2009,16017
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2010,21106
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,SSB-MT,2011,26877
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1963,0.31
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1964,0.29
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1965,0.27
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1966,0.2
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1967,0.15
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1968,0.14
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1969,0.12
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1970,0.14
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1971,0.16
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1972,0.15
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1973,0.14
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1974,0.16
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1975,0.14
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1976,0.15
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1977,0.19
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1978,0.19
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1979,0.18
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1980,0.2
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1981,0.27
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1982,0.33
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1983,0.34
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1984,0.41
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1985,0.49
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1986,0.54
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1987,0.64
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1988,0.64
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1989,0.62
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1990,0.65
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1991,0.57
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1992,0.89
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1993,1.07
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1994,0.76
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1995,0.71
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1996,0.55
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1997,0.36
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1998,0.35
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,1999,0.5
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2000,0.46
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2001,0.47
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2002,0.35
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2003,0.46
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2004,0.35
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2005,0.31
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2006,0.19
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2007,0.13
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2008,0.12
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2009,0.14
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2010,0.11
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,F,2011,0.13
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1963,2942
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1964,2625
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1965,1569
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1966,1131
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1967,1214
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1968,1347
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1969,1812
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1970,2580
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1971,2953
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1972,3169
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1973,3813
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1974,3689
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1975,4127
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1976,4992
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1977,4896
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1978,4096
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1979,4868
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1980,5982
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1981,6177
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1982,6405
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1983,6753
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1984,7351
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1985,6107
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1986,5817
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1987,4782
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1988,4548
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1989,4549
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1990,4929
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1991,5607
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1992,8444
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1993,7466
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1994,4732
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1995,4324
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1996,3281
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1997,2223
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1998,2366
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,1999,2621
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2000,2984
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2001,3482
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2002,3266
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2003,4435
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2004,3511
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2005,2670
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2006,1700
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2007,1529
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2008,1333
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2009,1696
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2010,1808
WHAKEGBGOM,NEFSC-WHAKEGBGOM-1963-2011-KURIYAMA,White hake Georges Bank / Gulf of Maine,TL-MT,2011,2897
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2004,1310
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2005,1580
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2006,1170
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2007,1340
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2008,1160
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2009,950
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2010,960
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2011,740
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2012,740
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,TC-MT,2013,690
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2004,9640
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2005,8100
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2006,7440
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2007,6430
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2008,5460
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2009,4770
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2010,3900
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2011,3060
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2012,2960
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,SSB-MT,2013,4150
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2004,0.19
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2005,0.29
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2006,0.24
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2007,0.37
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2008,0.34
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2009,0.29
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2010,0.36
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2011,0.34
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2012,0.49
HAD5Y,NEFSC-HAD5Y-2004-2013-KURIYAMA,Haddock NAFO-5Y,F,2013,0.39
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1930,0.018
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1931,0.017
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1932,0.014
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1933,0.011
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1934,0.013
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1935,0.014
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1936,0.016
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1937,0.015
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1938,0.012
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1939,0.01
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1940,0.01
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1941,0.008
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1942,0.003
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1943,0.007
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1944,0.018
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1945,0.035
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1946,0.023
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1947,0.023
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1948,0.02
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1949,0.022
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1950,0.032
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1951,0.047
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1952,0.054
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1953,0.065
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1954,0.072
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1955,0.097
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1956,0.126
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1957,0.139
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1958,0.159
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1959,0.147
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1960,0.141
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1961,0.12
